date,area,area_type,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests
2021-01-01,Los Angeles,County,10257557.0,5343.0,847145.0,277.0,12747.0,16109.0,11718899,3478.0,1029142,19734.0,775578.0,195.0,10515.0,141973.0
2021-01-02,Los Angeles,County,10257557.0,14211.0,861356.0,255.0,13002.0,79492.0,11798391,18253.0,1047395,16314.0,791892.0,118.0,10633.0,189690.0
2021-01-03,Los Angeles,County,10257557.0,8366.0,869722.0,280.0,13282.0,42395.0,11840786,8083.0,1055478,276.0,792168.0,0.0,10633.0,152252.0
2021-01-04,Los Angeles,County,10257557.0,22063.0,891785.0,297.0,13579.0,158032.0,11998818,26936.0,1082414,20854.0,813022.0,157.0,10790.0,106999.0
2021-01-05,Los Angeles,County,10257557.0,20139.0,911924.0,284.0,13863.0,147986.0,12146804,25983.0,1108397,10761.0,823783.0,238.0,11028.0,99260.0
2021-01-06,Los Angeles,County,10257557.0,18737.0,930661.0,306.0,14169.0,142656.0,12289460,23883.0,1132280,11269.0,835052.0,257.0,11285.0,98460.0
2021-01-07,Los Angeles,County,10257557.0,15962.0,946623.0,279.0,14448.0,139406.0,12428866,21379.0,1153659,18135.0,853187.0,195.0,11480.0,117438.0
2021-01-08,Los Angeles,County,10257557.0,14922.0,961545.0,288.0,14736.0,129962.0,12558828,20932.0,1174591,18001.0,871188.0,316.0,11796.0,140148.0
2021-01-09,Los Angeles,County,10257557.0,10814.0,972359.0,302.0,15038.0,81925.0,12640753,15212.0,1189803,16761.0,887949.0,215.0,12011.0,221008.0
2021-01-10,Los Angeles,County,10257557.0,5580.0,977939.0,301.0,15339.0,39521.0,12680274,6007.0,1195810,13834.0,901783.0,159.0,12170.0,168816.0
2021-01-11,Los Angeles,County,10257557.0,14615.0,992554.0,300.0,15639.0,148496.0,12828770,19443.0,1215253,12651.0,914434.0,134.0,12304.0,171796.0
2021-01-12,Los Angeles,County,10257557.0,13228.0,1005782.0,292.0,15931.0,124835.0,12953605,17178.0,1232431,11861.0,926295.0,306.0,12610.0,167718.0
2021-01-13,Los Angeles,County,10257557.0,11664.0,1017446.0,260.0,16191.0,123374.0,13076979,16354.0,1248785,11690.0,937985.0,263.0,12873.0,141644.0
2021-01-14,Los Angeles,County,10257557.0,10794.0,1028240.0,280.0,16471.0,124849.0,13201828,16193.0,1264978,16667.0,954652.0,274.0,13147.0,149868.0
2021-01-15,Los Angeles,County,10257557.0,10028.0,1038268.0,300.0,16771.0,114597.0,13316425,15031.0,1280009,14327.0,968979.0,257.0,13404.0,164892.0
2021-01-16,Los Angeles,County,10257557.0,7051.0,1045319.0,250.0,17021.0,63720.0,13380145,10736.0,1290745,13705.0,982684.0,250.0,13654.0,217959.0
2021-01-17,Los Angeles,County,10257557.0,4085.0,1049404.0,267.0,17288.0,37397.0,13417542,4951.0,1295696,10344.0,993028.0,87.0,13741.0,217131.0
2021-01-18,Los Angeles,County,10257557.0,6658.0,1056062.0,249.0,17537.0,88264.0,13505806,8358.0,1304054,9586.0,1002614.0,87.0,13828.0,188829.0
2021-01-19,Los Angeles,County,10257557.0,9508.0,1065570.0,216.0,17753.0,129685.0,13635491,14336.0,1318390,7761.0,1010375.0,186.0,14014.0,134207.0
2021-01-20,Los Angeles,County,10257557.0,8677.0,1074247.0,243.0,17996.0,116521.0,13752012,12931.0,1331321,5233.0,1015608.0,285.0,14299.0,116769.0
2021-01-21,Los Angeles,County,10257557.0,7500.0,1081747.0,219.0,18215.0,111204.0,13863216,11863.0,1343184,7447.0,1023055.0,238.0,14537.0,112652.0
2021-01-22,Los Angeles,County,10257557.0,6666.0,1088413.0,220.0,18435.0,103150.0,13966366,11183.0,1354367,8122.0,1031177.0,240.0,14777.0,121736.0
2021-01-23,Los Angeles,County,10257557.0,4469.0,1092882.0,204.0,18639.0,47644.0,14014010,6914.0,1361281,9784.0,1040961.0,257.0,15034.0,168248.0
2021-01-24,Los Angeles,County,10257557.0,3238.0,1096120.0,166.0,18805.0,31854.0,14045864,4303.0,1365584,7796.0,1048757.0,85.0,15119.0,216552.0
2021-01-25,Los Angeles,County,10257557.0,6418.0,1102538.0,237.0,19042.0,109582.0,14155446,9492.0,1375076,6424.0,1055181.0,44.0,15163.0,184240.0
2021-01-26,Los Angeles,County,10257557.0,5967.0,1108505.0,189.0,19231.0,98229.0,14253675,8930.0,1384006,5311.0,1060492.0,295.0,15458.0,66548.0
2021-01-27,Los Angeles,County,10257557.0,5288.0,1113793.0,166.0,19397.0,94156.0,14347831,8446.0,1392452,6077.0,1066569.0,299.0,15757.0,61563.0
2021-01-28,Los Angeles,County,10257557.0,4812.0,1118605.0,189.0,19586.0,91348.0,14439179,7416.0,1399868,5843.0,1072412.0,210.0,15967.0,82949.0
2021-01-29,Los Angeles,County,10257557.0,3915.0,1122520.0,175.0,19761.0,79246.0,14518425,6341.0,1406209,5917.0,1078329.0,223.0,16190.0,86649.0
2021-01-30,Los Angeles,County,10257557.0,3496.0,1126016.0,184.0,19945.0,45717.0,14564142,6077.0,1412286,6434.0,1084763.0,294.0,16484.0,84763.0
2021-01-31,Los Angeles,County,10257557.0,2398.0,1128414.0,165.0,20110.0,29340.0,14593482,2982.0,1415268,5541.0,1090304.0,125.0,16609.0,107139.0
2021-02-01,Los Angeles,County,10257557.0,4630.0,1133044.0,187.0,20297.0,105552.0,14699034,7028.0,1422296,4037.0,1094341.0,86.0,16695.0,91675.0
2021-02-02,Los Angeles,County,10257557.0,3827.0,1136871.0,153.0,20450.0,87679.0,14786713,5994.0,1428290,3232.0,1097573.0,218.0,16913.0,67207.0
2021-02-03,Los Angeles,County,10257557.0,3385.0,1140256.0,161.0,20611.0,87436.0,14874149,5717.0,1434007,4317.0,1101890.0,250.0,17163.0,36537.0
2021-02-04,Los Angeles,County,10257557.0,3085.0,1143341.0,137.0,20748.0,86659.0,14960808,5277.0,1439284,4433.0,1106323.0,233.0,17396.0,78827.0
2021-02-05,Los Angeles,County,10257557.0,2798.0,1146139.0,164.0,20912.0,82204.0,15043012,5172.0,1444456,4061.0,1110384.0,212.0,17608.0,87887.0
2021-02-06,Los Angeles,County,10257557.0,2099.0,1148238.0,119.0,21031.0,38940.0,15081952,3823.0,1448279,4334.0,1114718.0,185.0,17793.0,80937.0
2021-02-07,Los Angeles,County,10257557.0,1357.0,1149595.0,130.0,21161.0,24289.0,15106241,1808.0,1450087,2833.0,1117551.0,96.0,17889.0,85655.0
2021-02-08,Los Angeles,County,10257557.0,2757.0,1152352.0,150.0,21311.0,94900.0,15201141,4414.0,1454501,2628.0,1120179.0,88.0,17977.0,69225.0
2021-02-09,Los Angeles,County,10257557.0,2097.0,1154449.0,123.0,21434.0,78944.0,15280085,3629.0,1458130,2566.0,1122745.0,221.0,18198.0,51232.0
2021-02-10,Los Angeles,County,10257557.0,1978.0,1156427.0,121.0,21555.0,76466.0,15356551,3522.0,1461652,2692.0,1125437.0,140.0,18338.0,45746.0
2021-02-11,Los Angeles,County,10257557.0,1747.0,1158174.0,146.0,21701.0,75757.0,15432308,3186.0,1464838,3000.0,1128437.0,162.0,18500.0,69818.0
2021-02-12,Los Angeles,County,10257557.0,1629.0,1159803.0,111.0,21812.0,63708.0,15496016,2983.0,1467821,2748.0,1131185.0,137.0,18637.0,79059.0
2021-02-13,Los Angeles,County,10257557.0,1211.0,1161014.0,89.0,21901.0,30315.0,15526331,2287.0,1470108,2567.0,1133752.0,185.0,18822.0,83874.0
2021-02-14,Los Angeles,County,10257557.0,858.0,1161872.0,93.0,21994.0,19644.0,15545975,1183.0,1471291,1698.0,1135450.0,76.0,18898.0,75899.0
2021-02-15,Los Angeles,County,10257557.0,1348.0,1163220.0,91.0,22085.0,56613.0,15602588,2051.0,1473342,1714.0,1137164.0,27.0,18925.0,53930.0
2021-02-16,Los Angeles,County,10257557.0,1388.0,1164608.0,103.0,22188.0,85269.0,15687857,2729.0,1476071,1098.0,1138262.0,119.0,19044.0,55304.0
2021-02-17,Los Angeles,County,10257557.0,1253.0,1165861.0,92.0,22280.0,72825.0,15760682,2379.0,1478450,1524.0,1139786.0,169.0,19213.0,26531.0
2021-02-18,Los Angeles,County,10257557.0,1056.0,1166917.0,101.0,22381.0,71301.0,15831983,1934.0,1480384,2144.0,1141930.0,145.0,19358.0,39162.0
2021-02-19,Los Angeles,County,10257557.0,953.0,1167870.0,99.0,22480.0,64094.0,15896077,1853.0,1482237,1898.0,1143828.0,140.0,19498.0,84722.0
2021-02-20,Los Angeles,County,10257557.0,751.0,1168621.0,70.0,22550.0,28149.0,15924226,1389.0,1483626,1766.0,1145594.0,132.0,19630.0,69763.0
2021-02-21,Los Angeles,County,10257557.0,570.0,1169191.0,80.0,22630.0,20430.0,15944656,841.0,1484467,1162.0,1146756.0,81.0,19711.0,
2021-02-22,Los Angeles,County,10257557.0,1042.0,1170233.0,77.0,22707.0,80681.0,16025337,1832.0,1486299,785.0,1147541.0,19.0,19730.0,60516.0
2021-02-23,Los Angeles,County,10257557.0,861.0,1171094.0,58.0,22765.0,71678.0,16097015,1523.0,1487822,1424.0,1148965.0,157.0,19887.0,41031.0
2021-02-24,Los Angeles,County,10257557.0,874.0,1171968.0,71.0,22836.0,68066.0,16165081,1521.0,1489343,1357.0,1150322.0,930.0,20817.0,46071.0
2021-02-25,Los Angeles,County,10257557.0,762.0,1172730.0,70.0,22906.0,66907.0,16231988,1409.0,1490752,1524.0,1151846.0,114.0,20931.0,64774.0
2021-02-26,Los Angeles,County,10257557.0,747.0,1173477.0,70.0,22976.0,58093.0,16290081,1348.0,1492100,1285.0,1153131.0,139.0,21070.0,75118.0
2021-02-27,Los Angeles,County,10257557.0,577.0,1174054.0,63.0,23039.0,26867.0,16316948,1019.0,1493119,1144.0,1154275.0,88.0,21158.0,66996.0
2021-02-28,Los Angeles,County,10257557.0,502.0,1174556.0,79.0,23118.0,19551.0,16336499,581.0,1493700,866.0,1155141.0,103.0,21261.0,59248.0
2021-03-01,Los Angeles,County,10257557.0,789.0,1175345.0,56.0,23174.0,79624.0,16416123,1272.0,1494972,843.0,1155984.0,32.0,21293.0,63223.0
2021-03-02,Los Angeles,County,10257557.0,660.0,1176005.0,52.0,23226.0,67631.0,16483754,1138.0,1496110,842.0,1156826.0,102.0,21395.0,37546.0
2021-03-03,Los Angeles,County,10257557.0,637.0,1176642.0,47.0,23273.0,61145.0,16544899,1042.0,1497152,1085.0,1157911.0,105.0,21500.0,25710.0
2021-03-04,Los Angeles,County,10257557.0,639.0,1177281.0,47.0,23320.0,61564.0,16606463,1093.0,1498245,1494.0,1159405.0,110.0,21610.0,57961.0
2021-03-05,Los Angeles,County,10257557.0,612.0,1177893.0,42.0,23362.0,56420.0,16662883,1067.0,1499312,1283.0,1160688.0,135.0,21745.0,69012.0
2021-03-06,Los Angeles,County,10257557.0,491.0,1178384.0,37.0,23399.0,22967.0,16685850,760.0,1500072,1057.0,1161745.0,98.0,21843.0,61295.0
2021-03-07,Los Angeles,County,10257557.0,440.0,1178824.0,37.0,23436.0,16758.0,16702608,537.0,1500609,1004.0,1162749.0,14.0,21857.0,52881.0
2021-03-08,Los Angeles,County,10257557.0,725.0,1179549.0,37.0,23473.0,79021.0,16781629,1196.0,1501805,660.0,1163409.0,11.0,21868.0,56083.0
2021-03-09,Los Angeles,County,10257557.0,620.0,1180169.0,34.0,23507.0,65725.0,16847354,890.0,1502695,4558.0,1167967.0,212.0,22080.0,31866.0
2021-03-10,Los Angeles,County,10257557.0,597.0,1180766.0,34.0,23541.0,62719.0,16910073,937.0,1503632,1112.0,1169079.0,119.0,22199.0,18624.0
2021-03-11,Los Angeles,County,10257557.0,546.0,1181312.0,28.0,23569.0,57697.0,16967770,949.0,1504581,1032.0,1170111.0,117.0,22316.0,62756.0
2021-03-12,Los Angeles,County,10257557.0,532.0,1181844.0,39.0,23608.0,52392.0,17020162,913.0,1505494,749.0,1170860.0,93.0,22409.0,78693.0
2021-03-13,Los Angeles,County,10257557.0,395.0,1182239.0,37.0,23645.0,22675.0,17042837,632.0,1506126,645.0,1171505.0,42.0,22451.0,71447.0
2021-03-14,Los Angeles,County,10257557.0,318.0,1182557.0,26.0,23671.0,15385.0,17058222,404.0,1506530,595.0,1172100.0,25.0,22476.0,53951.0
2021-03-15,Los Angeles,County,10257557.0,575.0,1183132.0,15.0,23686.0,72525.0,17130747,839.0,1507369,345.0,1172445.0,1.0,22477.0,53820.0
2021-03-16,Los Angeles,County,10257557.0,571.0,1183703.0,28.0,23714.0,62018.0,17192765,881.0,1508250,231.0,1172676.0,50.0,22527.0,
2021-03-17,Los Angeles,County,10257557.0,533.0,1184236.0,31.0,23745.0,61455.0,17254220,871.0,1509121,740.0,1173416.0,75.0,22602.0,53820.0
2021-03-18,Los Angeles,County,10257557.0,454.0,1184690.0,34.0,23779.0,54103.0,17308323,779.0,1509900,789.0,1174205.0,87.0,22689.0,52855.0
2021-03-19,Los Angeles,County,10257557.0,433.0,1185123.0,26.0,23805.0,51484.0,17359807,813.0,1510713,613.0,1174818.0,63.0,22752.0,77648.0
2021-03-20,Los Angeles,County,10257557.0,340.0,1185463.0,31.0,23836.0,22658.0,17382465,554.0,1511267,472.0,1175290.0,58.0,22810.0,58211.0
2021-03-21,Los Angeles,County,10257557.0,299.0,1185762.0,20.0,23856.0,16010.0,17398475,380.0,1511647,394.0,1175684.0,24.0,22834.0,39590.0
2021-03-22,Los Angeles,County,10257557.0,536.0,1186298.0,20.0,23876.0,79483.0,17477958,844.0,1512491,521.0,1176205.0,9.0,22843.0,58464.0
2021-03-23,Los Angeles,County,10257557.0,517.0,1186815.0,15.0,23891.0,65414.0,17543372,749.0,1513240,367.0,1176572.0,61.0,22904.0,42798.0
2021-03-24,Los Angeles,County,10257557.0,521.0,1187336.0,18.0,23909.0,63750.0,17607122,872.0,1514112,443.0,1177015.0,89.0,22993.0,24836.0
2021-03-25,Los Angeles,County,10257557.0,487.0,1187823.0,20.0,23929.0,59256.0,17666378,804.0,1514916,475.0,1177490.0,58.0,23051.0,49532.0
2021-03-26,Los Angeles,County,10257557.0,438.0,1188261.0,20.0,23949.0,49279.0,17715657,736.0,1515652,723.0,1178213.0,29.0,23080.0,
2021-03-27,Los Angeles,County,10257557.0,336.0,1188597.0,18.0,23967.0,21935.0,17737592,499.0,1516151,618.0,1178831.0,23.0,23103.0,67123.0
2021-03-28,Los Angeles,County,10257557.0,314.0,1188911.0,13.0,23980.0,16560.0,17754152,342.0,1516493,485.0,1179316.0,-2.0,23101.0,56376.0
2021-03-29,Los Angeles,County,10257557.0,553.0,1189464.0,13.0,23993.0,73938.0,17828090,789.0,1517282,420.0,1179736.0,7.0,23108.0,42623.0
2021-03-30,Los Angeles,County,10257557.0,497.0,1189961.0,14.0,24007.0,62202.0,17890292,739.0,1518021,308.0,1180044.0,28.0,23136.0,28583.0
2021-03-31,Los Angeles,County,10257557.0,496.0,1190457.0,12.0,24019.0,55073.0,17945365,767.0,1518788,494.0,1180538.0,35.0,23171.0,24723.0
2021-04-01,Los Angeles,County,10257557.0,470.0,1190927.0,12.0,24031.0,49524.0,17994889,664.0,1519452,563.0,1181101.0,49.0,23220.0,90303.0
2021-04-02,Los Angeles,County,10257557.0,493.0,1191420.0,11.0,24042.0,40729.0,18035618,738.0,1520190,581.0,1181682.0,44.0,23264.0,64826.0
2021-04-03,Los Angeles,County,10257557.0,311.0,1191731.0,7.0,24049.0,21061.0,18056679,469.0,1520659,720.0,1182402.0,37.0,23301.0,55436.0
2021-04-04,Los Angeles,County,10257557.0,307.0,1192038.0,15.0,24064.0,13421.0,18070100,273.0,1520932,470.0,1182872.0,0.0,23301.0,71401.0
2021-04-05,Los Angeles,County,10257557.0,545.0,1192583.0,15.0,24079.0,85900.0,18156000,717.0,1521649,328.0,1183200.0,1.0,23302.0,38506.0
2021-04-06,Los Angeles,County,10257557.0,536.0,1193119.0,9.0,24088.0,71769.0,18227769,793.0,1522442,299.0,1183499.0,21.0,23323.0,24477.0
2021-04-07,Los Angeles,County,10257557.0,512.0,1193631.0,16.0,24104.0,70484.0,18298253,808.0,1523250,363.0,1183862.0,49.0,23372.0,20677.0
2021-04-08,Los Angeles,County,10257557.0,441.0,1194072.0,11.0,24115.0,65837.0,18364090,718.0,1523968,581.0,1184443.0,44.0,23416.0,49903.0
2021-04-09,Los Angeles,County,10257557.0,499.0,1194571.0,12.0,24127.0,61994.0,18426084,752.0,1524720,58.0,1184501.0,42.0,23458.0,72810.0
2021-04-10,Los Angeles,County,10257557.0,369.0,1194940.0,12.0,24139.0,28090.0,18454174,482.0,1525202,745.0,1185246.0,35.0,23493.0,69225.0
2021-04-11,Los Angeles,County,10257557.0,275.0,1195215.0,7.0,24146.0,21685.0,18475859,354.0,1525556,511.0,1185757.0,10.0,23503.0,85409.0
2021-04-12,Los Angeles,County,10257557.0,512.0,1195727.0,5.0,24151.0,95802.0,18571661,682.0,1526238,388.0,1186145.0,2.0,23505.0,61336.0
2021-04-13,Los Angeles,County,10257557.0,503.0,1196230.0,9.0,24160.0,83630.0,18655291,743.0,1526981,337.0,1186482.0,21.0,23526.0,32163.0
2021-04-14,Los Angeles,County,10257557.0,454.0,1196684.0,13.0,24173.0,86597.0,18741888,732.0,1527713,339.0,1186821.0,53.0,23579.0,34896.0
2021-04-15,Los Angeles,County,10257557.0,399.0,1197083.0,10.0,24183.0,81742.0,18823630,660.0,1528373,453.0,1187274.0,19.0,23598.0,58526.0
2021-04-16,Los Angeles,County,10257557.0,405.0,1197488.0,8.0,24191.0,80359.0,18903989,651.0,1529024,544.0,1187818.0,29.0,23627.0,77120.0
2021-04-17,Los Angeles,County,10257557.0,301.0,1197789.0,7.0,24198.0,40291.0,18944280,456.0,1529480,444.0,1188262.0,26.0,23653.0,89005.0
2021-04-18,Los Angeles,County,10257557.0,259.0,1198048.0,10.0,24208.0,25849.0,18970129,291.0,1529771,358.0,1188620.0,-5.0,23648.0,79574.0
2021-04-19,Los Angeles,County,10257557.0,460.0,1198508.0,6.0,24214.0,96974.0,19067103,598.0,1530369,325.0,1188945.0,18.0,23666.0,67432.0
2021-04-20,Los Angeles,County,10257557.0,379.0,1198887.0,5.0,24219.0,89362.0,19156465,570.0,1530939,311.0,1189256.0,28.0,23694.0,56544.0
2021-04-21,Los Angeles,County,10257557.0,347.0,1199234.0,13.0,24232.0,92172.0,19248637,620.0,1531559,274.0,1189530.0,35.0,23729.0,43476.0
2021-04-22,Los Angeles,County,10257557.0,342.0,1199576.0,7.0,24239.0,80419.0,19329056,551.0,1532110,348.0,1189878.0,33.0,23762.0,52538.0
2021-04-23,Los Angeles,County,10257557.0,322.0,1199898.0,6.0,24245.0,73654.0,19402710,519.0,1532629,386.0,1190264.0,23.0,23785.0,81414.0
2021-04-24,Los Angeles,County,10257557.0,270.0,1200168.0,8.0,24253.0,34142.0,19436852,401.0,1533030,339.0,1190603.0,17.0,23802.0,87133.0
2021-04-25,Los Angeles,County,10257557.0,232.0,1200400.0,4.0,24257.0,25923.0,19462775,299.0,1533329,367.0,1190970.0,-3.0,23799.0,76891.0
2021-04-26,Los Angeles,County,10257557.0,336.0,1200736.0,8.0,24265.0,93787.0,19556562,440.0,1533769,283.0,1191253.0,3.0,23802.0,75770.0
2021-04-27,Los Angeles,County,10257557.0,329.0,1201065.0,8.0,24273.0,86316.0,19642878,517.0,1534286,251.0,1191504.0,23.0,23825.0,58513.0
2021-04-28,Los Angeles,County,10257557.0,323.0,1201388.0,4.0,24277.0,84472.0,19727350,465.0,1534751,225.0,1191729.0,33.0,23858.0,43664.0
2021-04-29,Los Angeles,County,10257557.0,302.0,1201690.0,6.0,24283.0,75865.0,19803215,507.0,1535258,339.0,1192068.0,41.0,23899.0,50776.0
