date,area,area_type,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests
2021-08-31,Los Angeles,County,10257557.0,2462.0,1362625.0,25.0,25473.0,205126.0,28649970,3280.0,1738521,1737.0,1346686.0,34.0,25303.0,129391.0
2021-09-01,Los Angeles,County,10257557.0,2592.0,1365217.0,31.0,25504.0,230424.0,28880394,3337.0,1741858,1903.0,1348589.0,38.0,25341.0,103741.0
2021-09-02,Los Angeles,County,10257557.0,2267.0,1367484.0,46.0,25550.0,216452.0,29096846,3154.0,1745012,2516.0,1351105.0,41.0,25382.0,116466.0
2021-09-03,Los Angeles,County,10257557.0,1857.0,1369341.0,33.0,25583.0,90555.0,29187401,2496.0,1747508,80.0,1351185.0,2.0,25384.0,141473.0
2021-09-04,Los Angeles,County,10257557.0,1330.0,1370671.0,28.0,25611.0,37300.0,29224701,1753.0,1749261,4449.0,1355634.0,70.0,25454.0,160120.0
2021-09-05,Los Angeles,County,10257557.0,957.0,1371628.0,37.0,25648.0,23221.0,29247922,851.0,1750112,2114.0,1357748.0,11.0,25465.0,123109.0
2021-09-06,Los Angeles,County,10257557.0,1295.0,1372923.0,31.0,25679.0,35417.0,29283339,1429.0,1751541,1600.0,1359348.0,12.0,25477.0,188119.0
2021-09-07,Los Angeles,County,10257557.0,2375.0,1375298.0,32.0,25711.0,161011.0,29444350,3267.0,1754808,1059.0,1360407.0,9.0,25486.0,119792.0
2021-09-08,Los Angeles,County,10257557.0,2231.0,1377529.0,25.0,25736.0,245884.0,29690234,2923.0,1757731,1622.0,1362029.0,47.0,25533.0,113540.0
2021-09-09,Los Angeles,County,10257557.0,2071.0,1379600.0,32.0,25768.0,230977.0,29921211,2826.0,1760557,1706.0,1363735.0,50.0,25583.0,98167.0
2021-09-10,Los Angeles,County,10257557.0,1868.0,1381468.0,25.0,25793.0,193253.0,30114464,2664.0,1763221,1974.0,1365709.0,47.0,25630.0,198430.0
2021-09-11,Los Angeles,County,10257557.0,1204.0,1382672.0,24.0,25817.0,41392.0,30155856,1566.0,1764787,122.0,1365831.0,0.0,25630.0,12486.0
2021-09-12,Los Angeles,County,10257557.0,973.0,1383645.0,20.0,25837.0,24859.0,30180715,879.0,1765666,137.0,1365968.0,0.0,25630.0,13734.0
2021-09-13,Los Angeles,County,10257557.0,2059.0,1385704.0,20.0,25857.0,240517.0,30421232,2770.0,1768436,5455.0,1371423.0,73.0,25703.0,8812.0
2021-09-14,Los Angeles,County,10257557.0,1864.0,1387568.0,20.0,25877.0,211753.0,30632985,2409.0,1770845,1408.0,1372831.0,26.0,25729.0,652567.0
2021-09-15,Los Angeles,County,10257557.0,1837.0,1389405.0,19.0,25896.0,230461.0,30863446,2350.0,1773195,1476.0,1374307.0,38.0,25767.0,121406.0
2021-09-16,Los Angeles,County,10257557.0,1503.0,1390908.0,24.0,25920.0,97480.0,30960926,1969.0,1775164,1970.0,1376277.0,29.0,25796.0,141985.0
2021-09-17,Los Angeles,County,10257557.0,1392.0,1392300.0,23.0,25943.0,183949.0,31144875,1998.0,1777162,1628.0,1377905.0,24.0,25820.0,168125.0
2021-09-18,Los Angeles,County,10257557.0,979.0,1393279.0,29.0,25972.0,37820.0,31182695,1267.0,1778429,1975.0,1379880.0,29.0,25849.0,178199.0
2021-09-19,Los Angeles,County,10257557.0,763.0,1394042.0,16.0,25988.0,23994.0,31206689,714.0,1779143,1320.0,1381200.0,3.0,25852.0,192445.0
2021-09-20,Los Angeles,County,10257557.0,1980.0,1396022.0,24.0,26012.0,210560.0,31417249,2445.0,1781588,1006.0,1382206.0,6.0,25858.0,154225.0
2021-09-21,Los Angeles,County,10257557.0,1523.0,1397545.0,25.0,26037.0,194055.0,31611304,2100.0,1783688,1071.0,1383277.0,35.0,25893.0,113388.0
2021-09-22,Los Angeles,County,10257557.0,1456.0,1399001.0,28.0,26065.0,209074.0,31820378,1950.0,1785638,1442.0,1384719.0,37.0,25930.0,55910.0
2021-09-23,Los Angeles,County,10257557.0,1323.0,1400324.0,19.0,26084.0,210927.0,32031305,1840.0,1787478,1698.0,1386417.0,34.0,25964.0,125246.0
2021-09-24,Los Angeles,County,10257557.0,1197.0,1401521.0,24.0,26108.0,180002.0,32211307,1767.0,1789245,0.0,1386417.0,0.0,25964.0,
2021-09-25,Los Angeles,County,10257557.0,887.0,1402408.0,25.0,26133.0,35470.0,32246777,1192.0,1790437,0.0,1386417.0,0.0,25964.0,
2021-09-26,Los Angeles,County,10257557.0,710.0,1403118.0,17.0,26150.0,22057.0,32268834,736.0,1791173,4160.0,1390577.0,71.0,26035.0,511716.0
2021-09-27,Los Angeles,County,10257557.0,1490.0,1404608.0,18.0,26168.0,221734.0,32490568,1920.0,1793093,961.0,1391538.0,5.0,26040.0,161869.0
2021-09-28,Los Angeles,County,10257557.0,1337.0,1405945.0,18.0,26186.0,194298.0,32684866,1683.0,1794776,907.0,1392445.0,28.0,26068.0,119491.0
2021-09-29,Los Angeles,County,10257557.0,1290.0,1407235.0,20.0,26206.0,217090.0,32901956,1729.0,1796505,1172.0,1393617.0,30.0,26098.0,75237.0
2021-09-30,Los Angeles,County,10257557.0,1220.0,1408455.0,12.0,26218.0,211157.0,33113113,1639.0,1798144,1453.0,1395070.0,28.0,26126.0,126665.0
2021-10-01,Los Angeles,County,10257557.0,1208.0,1409663.0,20.0,26238.0,178904.0,33292017,1612.0,1799756,0.0,1395070.0,0.0,26126.0,
2021-10-02,Los Angeles,County,10257557.0,764.0,1410427.0,26.0,26264.0,33100.0,33325117,949.0,1800705,0.0,1395070.0,0.0,26126.0,
2021-10-03,Los Angeles,County,10257557.0,612.0,1411039.0,15.0,26279.0,21583.0,33346700,593.0,1801298,3720.0,1398790.0,53.0,26179.0,460142.0
2021-10-04,Los Angeles,County,10257557.0,1262.0,1412301.0,16.0,26295.0,216605.0,33563305,1671.0,1802969,814.0,1399604.0,7.0,26186.0,127880.0
2021-10-05,Los Angeles,County,10257557.0,1119.0,1413420.0,22.0,26317.0,179083.0,33742388,1525.0,1804494,696.0,1400300.0,37.0,26223.0,5142.0
2021-10-06,Los Angeles,County,10257557.0,1142.0,1414562.0,17.0,26334.0,204686.0,33947074,1497.0,1805991,1375.0,1401675.0,29.0,26252.0,9455.0
2021-10-07,Los Angeles,County,10257557.0,956.0,1415518.0,20.0,26354.0,195558.0,34142632,1382.0,1807373,1135.0,1402810.0,28.0,26280.0,383095.0
2021-10-08,Los Angeles,County,10257557.0,956.0,1416474.0,20.0,26374.0,178308.0,34320940,1415.0,1808788,0.0,1402810.0,0.0,26280.0,
2021-10-09,Los Angeles,County,10257557.0,660.0,1417134.0,7.0,26381.0,31948.0,34352888,915.0,1809703,0.0,1402810.0,0.0,26280.0,
2021-10-10,Los Angeles,County,10257557.0,589.0,1417723.0,9.0,26390.0,21871.0,34374759,530.0,1810233,3224.0,1406034.0,58.0,26338.0,533113.0
2021-10-11,Los Angeles,County,10257557.0,1188.0,1418911.0,13.0,26403.0,212984.0,34587743,1515.0,1811748,792.0,1406826.0,8.0,26346.0,167263.0
2021-10-12,Los Angeles,County,10257557.0,1047.0,1419958.0,17.0,26420.0,199559.0,34787302,1395.0,1813143,636.0,1407462.0,16.0,26362.0,113567.0
2021-10-13,Los Angeles,County,10257557.0,1060.0,1421018.0,12.0,26432.0,202054.0,34989356,1433.0,1814576,922.0,1408384.0,17.0,26379.0,114177.0
2021-10-14,Los Angeles,County,10257557.0,1053.0,1422071.0,15.0,26447.0,203903.0,35193259,1416.0,1815992,1034.0,1409418.0,19.0,26398.0,141737.0
2021-10-15,Los Angeles,County,10257557.0,992.0,1423063.0,11.0,26458.0,178201.0,35371460,1369.0,1817361,0.0,1409418.0,0.0,26398.0,
2021-10-16,Los Angeles,County,10257557.0,693.0,1423756.0,23.0,26481.0,32238.0,35403698,803.0,1818164,0.0,1409418.0,0.0,26398.0,
2021-10-17,Los Angeles,County,10257557.0,656.0,1424412.0,15.0,26496.0,22072.0,35425770,573.0,1818737,2953.0,1412371.0,45.0,26443.0,774242.0
2021-10-18,Los Angeles,County,10257557.0,1339.0,1425751.0,11.0,26507.0,217747.0,35643517,1651.0,1820388,920.0,1413291.0,3.0,26446.0,198409.0
2021-10-19,Los Angeles,County,10257557.0,1244.0,1426995.0,9.0,26516.0,193832.0,35837349,1420.0,1821808,591.0,1413882.0,27.0,26473.0,111723.0
2021-10-20,Los Angeles,County,10257557.0,1248.0,1428243.0,10.0,26526.0,215247.0,36052596,1562.0,1823370,1049.0,1414931.0,33.0,26506.0,47982.0
2021-10-21,Los Angeles,County,10257557.0,1120.0,1429363.0,15.0,26541.0,208990.0,36261586,1500.0,1824870,988.0,1415919.0,21.0,26527.0,148166.0
2021-10-22,Los Angeles,County,10257557.0,1119.0,1430482.0,13.0,26554.0,171370.0,36432956,1485.0,1826355,0.0,1415919.0,0.0,26527.0,
2021-10-23,Los Angeles,County,10257557.0,764.0,1431246.0,13.0,26567.0,30927.0,36463883,918.0,1827273,0.0,1415919.0,0.0,26527.0,
2021-10-24,Los Angeles,County,10257557.0,681.0,1431927.0,13.0,26580.0,20067.0,36483950,643.0,1827916,0.0,1415919.0,0.0,26527.0,434569.0
2021-10-25,Los Angeles,County,10257557.0,1435.0,1433362.0,12.0,26592.0,197762.0,36681712,1754.0,1829670,5142.0,1421061.0,52.0,26579.0,691937.0
2021-10-26,Los Angeles,County,10257557.0,1355.0,1434717.0,13.0,26605.0,201025.0,36882737,1732.0,1831402,734.0,1421795.0,20.0,26599.0,50917.0
2021-10-27,Los Angeles,County,10257557.0,1342.0,1436059.0,12.0,26617.0,213722.0,37096459,1771.0,1833173,820.0,1422615.0,5.0,26604.0,47896.0
2021-10-28,Los Angeles,County,10257557.0,1229.0,1437288.0,15.0,26632.0,203998.0,37300457,1592.0,1834765,1642.0,1424257.0,21.0,26625.0,84398.0
2021-10-29,Los Angeles,County,10257557.0,1139.0,1438427.0,11.0,26643.0,155690.0,37456147,1574.0,1836339,0.0,1424257.0,0.0,26625.0,
2021-10-30,Los Angeles,County,10257557.0,839.0,1439266.0,14.0,26657.0,31573.0,37487720,1080.0,1837419,0.0,1424257.0,0.0,26625.0,
2021-10-31,Los Angeles,County,10257557.0,723.0,1439989.0,12.0,26669.0,20252.0,37507972,661.0,1838080,3676.0,1427933.0,-151.0,26474.0,640888.0
2021-11-01,Los Angeles,County,10257557.0,1552.0,1441541.0,14.0,26683.0,214022.0,37721994,1893.0,1839973,958.0,1428891.0,9.0,26483.0,198590.0
2021-11-02,Los Angeles,County,10257557.0,1384.0,1442925.0,14.0,26697.0,193581.0,37915575,1670.0,1841643,710.0,1429601.0,13.0,26496.0,102779.0
2021-11-03,Los Angeles,County,10257557.0,1447.0,1444372.0,11.0,26708.0,217520.0,38133095,1883.0,1843526,1608.0,1431209.0,21.0,26517.0,34456.0
2021-11-04,Los Angeles,County,10257557.0,1354.0,1445726.0,16.0,26724.0,208334.0,38341429,1803.0,1845329,1872.0,1433081.0,16.0,26533.0,90356.0
2021-11-05,Los Angeles,County,10257557.0,1319.0,1447045.0,16.0,26740.0,183121.0,38524550,1739.0,1847068,0.0,1433081.0,0.0,26533.0,
2021-11-06,Los Angeles,County,10257557.0,822.0,1447867.0,12.0,26752.0,34390.0,38558940,1021.0,1848089,0.0,1433081.0,0.0,26533.0,
2021-11-07,Los Angeles,County,10257557.0,771.0,1448638.0,14.0,26766.0,133419.0,38692359,788.0,1848877,4233.0,1437314.0,40.0,26573.0,545654.0
2021-11-08,Los Angeles,County,10257557.0,1494.0,1450132.0,11.0,26777.0,219660.0,38912019,1944.0,1850821,1008.0,1438322.0,2.0,26575.0,169617.0
2021-11-09,Los Angeles,County,10257557.0,1346.0,1451478.0,19.0,26796.0,237542.0,39149561,1752.0,1852573,803.0,1439125.0,6.0,26581.0,83365.0
2021-11-10,Los Angeles,County,10257557.0,1262.0,1452740.0,20.0,26816.0,136873.0,39286434,1708.0,1854281,1311.0,1440436.0,33.0,26614.0,69942.0
2021-11-11,Los Angeles,County,10257557.0,950.0,1453690.0,16.0,26832.0,170468.0,39456902,1310.0,1855591,0.0,1440436.0,0.0,26614.0,
2021-11-12,Los Angeles,County,10257557.0,1095.0,1454785.0,13.0,26845.0,94422.0,39551324,1579.0,1857170,2652.0,1443088.0,35.0,26649.0,464898.0
2021-11-13,Los Angeles,County,10257557.0,727.0,1455512.0,12.0,26857.0,31718.0,39583042,974.0,1858144,0.0,1443088.0,0.0,26649.0,
2021-11-14,Los Angeles,County,10257557.0,655.0,1456167.0,15.0,26872.0,122125.0,39705167,688.0,1858832,2196.0,1445284.0,18.0,26667.0,466970.0
2021-11-15,Los Angeles,County,10257557.0,1367.0,1457534.0,21.0,26893.0,203293.0,39908460,1769.0,1860601,830.0,1446114.0,10.0,26677.0,166001.0
2021-11-16,Los Angeles,County,10257557.0,1190.0,1458724.0,8.0,26901.0,226253.0,40134713,1500.0,1862101,701.0,1446815.0,26.0,26703.0,69027.0
2021-11-17,Los Angeles,County,10257557.0,1174.0,1459898.0,12.0,26913.0,213569.0,40348282,1628.0,1863729,1132.0,1447947.0,18.0,26721.0,36658.0
2021-11-18,Los Angeles,County,10257557.0,1100.0,1460998.0,11.0,26924.0,189040.0,40537322,1540.0,1865269,1016.0,1448963.0,20.0,26741.0,182340.0
2021-11-19,Los Angeles,County,10257557.0,990.0,1461988.0,11.0,26935.0,81233.0,40618555,1422.0,1866691,0.0,1448963.0,0.0,26741.0,
2021-11-20,Los Angeles,County,10257557.0,690.0,1462678.0,10.0,26945.0,29581.0,40648136,900.0,1867591,0.0,1448963.0,0.0,26741.0,
2021-11-21,Los Angeles,County,10257557.0,620.0,1463298.0,12.0,26957.0,29872.0,40678008,619.0,1868210,4218.0,1453181.0,52.0,26793.0,616618.0
2021-11-22,Los Angeles,County,10257557.0,1067.0,1464365.0,12.0,26969.0,101713.0,40779721,1421.0,1869631,764.0,1453945.0,7.0,26800.0,
2021-11-23,Los Angeles,County,10257557.0,1065.0,1465430.0,26.0,26995.0,81460.0,40861181,1423.0,1871054,550.0,1454495.0,17.0,26817.0,256429.0
2021-11-24,Los Angeles,County,10257557.0,1011.0,1466441.0,13.0,27008.0,58427.0,40919608,1402.0,1872456,0.0,1454495.0,0.0,26817.0,
2021-11-25,Los Angeles,County,10257557.0,485.0,1466926.0,15.0,27023.0,8556.0,40928164,266.0,1872722,0.0,1454495.0,0.0,26817.0,
2021-11-26,Los Angeles,County,10257557.0,970.0,1467896.0,12.0,27035.0,39695.0,40967859,1223.0,1873945,0.0,1454495.0,0.0,26817.0,
2021-11-27,Los Angeles,County,10257557.0,848.0,1468744.0,11.0,27046.0,34980.0,41002839,1043.0,1874988,0.0,1454495.0,0.0,26817.0,
2021-11-28,Los Angeles,County,10257557.0,1006.0,1469750.0,15.0,27061.0,130319.0,41133158,739.0,1875727,4151.0,1458646.0,61.0,26878.0,285934.0
2021-11-29,Los Angeles,County,10257557.0,2172.0,1471922.0,20.0,27081.0,241145.0,41374303,2491.0,1878218,800.0,1459446.0,11.0,26889.0,29226.0
2021-11-30,Los Angeles,County,10257557.0,1849.0,1473771.0,17.0,27098.0,234606.0,41608909,2192.0,1880410,731.0,1460177.0,24.0,26913.0,42994.0
2021-12-01,Los Angeles,County,10257557.0,1802.0,1475573.0,20.0,27118.0,220733.0,41829642,2137.0,1882547,1217.0,1461394.0,15.0,26928.0,38811.0
2021-12-02,Los Angeles,County,10257557.0,1591.0,1477164.0,15.0,27133.0,197415.0,42027057,2138.0,1884685,1876.0,1463270.0,24.0,26952.0,169389.0
2021-12-03,Los Angeles,County,10257557.0,1522.0,1478686.0,13.0,27146.0,88898.0,42115955,2014.0,1886699,0.0,1463270.0,0.0,26952.0,
2021-12-04,Los Angeles,County,10257557.0,947.0,1479633.0,9.0,27155.0,36421.0,42152376,1208.0,1887907,0.0,1463270.0,0.0,26952.0,
2021-12-05,Los Angeles,County,10257557.0,876.0,1480509.0,11.0,27166.0,126011.0,42278387,872.0,1888779,5667.0,1468937.0,39.0,26991.0,703771.0
2021-12-06,Los Angeles,County,10257557.0,1851.0,1482360.0,9.0,27175.0,206748.0,42485135,2396.0,1891175,1122.0,1470059.0,2.0,26993.0,200340.0
2021-12-07,Los Angeles,County,10257557.0,1663.0,1484023.0,13.0,27188.0,234232.0,42719367,2115.0,1893290,845.0,1470904.0,14.0,27007.0,95879.0
2021-12-08,Los Angeles,County,10257557.0,1778.0,1485801.0,10.0,27198.0,217858.0,42937225,2265.0,1895555,1506.0,1472410.0,11.0,27018.0,4070.0
2021-12-09,Los Angeles,County,10257557.0,1547.0,1487348.0,15.0,27213.0,190331.0,43127556,2042.0,1897597,1620.0,1474030.0,13.0,27031.0,165693.0
2021-12-10,Los Angeles,County,10257557.0,1540.0,1488888.0,8.0,27221.0,89212.0,43216768,2036.0,1899633,0.0,1474030.0,0.0,27031.0,
2021-12-11,Los Angeles,County,10257557.0,1087.0,1489975.0,20.0,27241.0,37381.0,43254149,1398.0,1901031,0.0,1474030.0,0.0,27031.0,
2021-12-12,Los Angeles,County,10257557.0,1215.0,1491190.0,12.0,27253.0,90768.0,43344917,975.0,1902006,5024.0,1479054.0,43.0,27074.0,647185.0
2021-12-13,Los Angeles,County,10257557.0,2914.0,1494104.0,15.0,27268.0,180182.0,43525099,2825.0,1904831,1141.0,1480195.0,11.0,27085.0,184974.0
2021-12-14,Los Angeles,County,10257557.0,2784.0,1496888.0,10.0,27278.0,176032.0,43701131,2634.0,1907465,936.0,1481131.0,14.0,27099.0,66131.0
2021-12-15,Los Angeles,County,10257557.0,3670.0,1500558.0,19.0,27297.0,222573.0,43923704,4261.0,1911726,1604.0,1482735.0,17.0,27116.0,39215.0
2021-12-16,Los Angeles,County,10257557.0,3899.0,1504457.0,15.0,27312.0,199344.0,44123048,4663.0,1916389,2105.0,1484840.0,19.0,27135.0,152838.0
2021-12-17,Los Angeles,County,10257557.0,4217.0,1508674.0,18.0,27330.0,167556.0,44290604,4871.0,1921260,0.0,1484840.0,0.0,27135.0,
2021-12-18,Los Angeles,County,10257557.0,3942.0,1512616.0,13.0,27343.0,51032.0,44341636,4175.0,1925435,0.0,1484840.0,0.0,27135.0,
2021-12-19,Los Angeles,County,10257557.0,4098.0,1516714.0,19.0,27362.0,40343.0,44381979,3481.0,1928916,10242.0,1495082.0,54.0,27189.0,630394.0
2021-12-20,Los Angeles,County,10257557.0,9008.0,1525722.0,13.0,27375.0,128688.0,44510667,9549.0,1938465,169.0,1495251.0,-1.0,27188.0,170585.0
2021-12-21,Los Angeles,County,10257557.0,11485.0,1537207.0,13.0,27388.0,134557.0,44645224,13097.0,1951562,5918.0,1501169.0,32.0,27220.0,4062.0
2021-12-22,Los Angeles,County,10257557.0,13905.0,1551112.0,14.0,27402.0,149483.0,44794707,16468.0,1968030,5941.0,1507110.0,14.0,27234.0,115292.0
2021-12-23,Los Angeles,County,10257557.0,13558.0,1564670.0,21.0,27423.0,124050.0,44918757,16340.0,1984370,8359.0,1515469.0,23.0,27257.0,96656.0
2021-12-24,Los Angeles,County,10257557.0,9552.0,1574222.0,13.0,27436.0,65840.0,44984597,10116.0,1994486,0.0,1515469.0,0.0,27257.0,
2021-12-25,Los Angeles,County,10257557.0,4879.0,1579101.0,16.0,27452.0,17210.0,45001807,3473.0,1997959,0.0,1515469.0,0.0,27257.0,
2021-12-26,Los Angeles,County,10257557.0,12825.0,1591926.0,14.0,27466.0,64552.0,45066359,12561.0,2010520,0.0,1515469.0,0.0,27257.0,
2021-12-27,Los Angeles,County,10257557.0,29872.0,1621798.0,24.0,27490.0,161948.0,45228307,32680.0,2043200,38605.0,1554074.0,43.0,27300.0,439556.0
2021-12-28,Los Angeles,County,10257557.0,36345.0,1658143.0,19.0,27509.0,187871.0,45416178,41441.0,2084641,7717.0,1561791.0,23.0,27323.0,51040.0
2021-12-29,Los Angeles,County,10257557.0,32272.0,1690415.0,18.0,27527.0,178774.0,45594952,39662.0,2124303,14623.0,1576414.0,26.0,27349.0,9747.0
2021-12-30,Los Angeles,County,10257557.0,30017.0,1720432.0,16.0,27543.0,165152.0,45760104,36395.0,2160698,19709.0,1596123.0,22.0,27371.0,139229.0
2021-12-31,Los Angeles,County,10257557.0,23316.0,1743748.0,19.0,27562.0,113873.0,45873977,27177.0,2187875,0.0,1596123.0,0.0,27371.0,
